,name,ratings,no_of_ratings,discount_price,actual_price
768,"DAKULO® Soft Cloth Swing New Born Baby Cradle/Ghodiyu/Khoyu Hammock in Cool Cotton with Net, Orange (with Steel Hangers)",4.3,71.0,489.0,899.0
769,Fareto Baby Boy's & Baby Girl's T-Shirts | T-Shirt | Tees(Pack of 5),4.0,3927.0,699.0,1999.0
770,"Kuchipoo Baby Girl Regular Fit Cotton T-Shirts (© Disney-TSHRT-349, Multi-Colored)",4.1,28.0,615.0,1899.0
771,Real Basics Cotton Clothing Sets for Baby Boys & girls - Unisex Clothing sets Full Sleeve T-shirt & Pant,4.0,420.0,399.0,699.0
772,"Johnson's Baby Milk and Rice Cream for Summer, 200 g",4.6,3.0,275.0,285.0
773,"OYO BABY Baby Bed Protector Sheet (Extra Large-( 200cm X 140cm), Sea Blue)",4.3,2138.0,949.0,1399.0
774,Fareto New Born Baby 3 in 1 Sleeping Bag Cum Baby Bed/Carry Bag/Baby Wrapper (0-6 Months)(Blue),4.0,173.0,292.0,699.0
775,BuddsBuddy Olive Oil Based Natural Wipes With Lid for Babies with the goodness of Aloe Vera & Olive Oil | Moisturizing wip...,4.4,354.0,341.0,375.0
776,Little Innocents® Big Size Fibre Filled Stuffed Animal Elephant Baby Pillow with Ball Soft Toy for Baby of Plush Hugging P...,4.2,3022.0,379.0,999.0
777,"BeyBee 3 in 1 Blanket Wrapper-Sleeping Bag for New Born Babies, Beige Plain, 72 x 68 cm",4.1,445.0,256.0,499.0
778,"Ikea Kalas Kid's Plastic BPA-Free Colorful Flatware, Bowl, Plate, Tumbler Set - 36 Pieces",4.5,215.0,683.0,899.0
779,The Root And Craft Kids Birthday Photoshoot Outfit Dress (12 Month-Black & White),3.9,87.0,599.0,1599.0
780,LuvLap Half Sleeve Boys T-Shirt & Shorts Sets,4.3,320.0,569.0,780.0
781,Jimmy Jammy Front Button Full Sleeves Unisex Baby T-shirt and Pyjama Set - Pack of 5,2.9,48.0,479.0,1355.0
782,"OREAYU™ Finger Toothbrush With Storage Case, Tongue Cleaner for Baby Teething/Gums, Food Grade Silicone Teeth Cleaner Oral...",4.2,39.0,99.0,199.0
783,"PLUSPOINT Building Block Toys ,Construction Kit, STEM Learning Building Bricks Set, Birthday Gifts for Kids Children Girls...",4.3,833.0,2499.0,2999.0
784,"EPISKEY® Baby Knee & Elbow Guard/pad for Crawling, Toddlers, Infant, Girl, Boys, Safety Protector Comfortable Cap for Leg ...",4.1,24.0,299.0,599.0
785,Baby Bucket Soft Cotton Baby Girl's & Boy's Panties Set of 6 (2-3 Years)-Dark-Coloured -10DC-2,4.4,101.0,550.0,699.0
786,Keshvam Big Size Building Blocks for 2 Year Kids Educational Toys & Lerning Toys Smart Activity Fun Indoors Games(70 pcs L...,3.4,18.0,399.0,599.0
787,Kuchipoo Unisex Cotton Animal Print Pajama Bottom (Pack of 5),4.2,2378.0,439.0,1299.0
788,MY NEWBORN Designer Baby AC Blanket -Pack of 1 (White Bear) | Boy Girl New Born Wrapper | 0-12 Months | Skin-Friendly | Gr...,4.0,44.0,329.0,900.0
789,VGRASSP Musical Crawling Baby Toy for Babies Kids Infants - Dazzling Lights and Dynamic Sound - Colour as per Stock,4.3,9.0,495.0,999.0
790,Bumtum Ultrahygiene Freesize Cloth Diaper for Babies 0 to 3 Years | Washable & Reusable Diaper and Cotton Soaker (Pack of ...,4.2,39.0,258.0,699.0
791,NYRWANA DELIVERING SMILES IN INIDA 6 Fairies Angel Princess Action Figures Birthday Christmas Gift (3.93-inch) 6 Fairy Dolls,4.1,332.0,499.0,849.0
792,IBLAY Machardani Net Double Bed King Size - 8x8 Ft Mosquito Netting for Bed (Peach),3.8,1686.0,550.0,999.0
793,Women's Cotton Floral Printed Anarkali Maternity Feeding Kurti,3.7,705.0,519.0,2499.0
794,"Esquire Spotty Baby Dining Chair with Footrest, Red Colour",4.0,253.0,1599.0,2399.0
795,SYGA 3 Layer Cute Bear Portable Baby Food Milk Powder Storage Box Bottle Container (Green),4.3,326.0,249.0,350.0
796,"Baby Story 100% Cotton Rompers/Sleepsuits/Jumpsuit/Night Suits for Baby Boys & Girls, Infants, New Borns",3.8,2274.0,499.0,1299.0
797,Nabhya Stainless Steel Baby Spout Sipper Cup for Kids Age 3 Months to 18 Months 250 ML (Purple),3.7,76.0,269.0,499.0
798,PEAHEN Baby Potty Training Seat (Pink),3.8,234.0,370.0,649.0
799,"KNITROOT Half Birthday Unisex Baby Romper Whilte Color Half Sleeve"" Yay I Am 6 Month Old"" (6-9 Months, KSBR22-3)",3.8,37.0,499.0,699.0
800,"Fisher-Price Baby Bear & Firefly Soother, Light-up Nursery Sound Machine with take-Along Plush Toy for Babies and Toddlers",4.6,434.0,1480.8,2299.0
801,Kids Basket Baby Boys and Girls 100% Pure Cotton White Vest Inner wear Combo Pack of 5 and 10 pc,4.0,1468.0,299.0,799.0
802,"Newborn Organic Cotton Sleeveless Baby Top Dress Set for Infants - Unisex for Girls & Boys(Pack of 4) (0-3 Months, White P...",4.2,6.0,599.0,999.0
803,Mylo Essentials Pre & Post Maternity/Nursing Maxi Dress with Both Sides Zipper for Easy Feeding,4.0,66.0,1269.0,1449.0
804,SCOOBA Super Soft 45cm Princess Doll - Polyfill Washable Cuddly Soft Plush Toy - Helps to Learn Role Play - 100% Safe for ...,4.2,313.0,595.0,999.0
805,"HUNK SHOPPERS See and Spell Learning Toys, Matching Letter Spelling Game Sight Words Games Educational Preschool Toys Lear...",4.0,13.0,499.0,1999.0
806,"Webby Plush Caterpillar | Ideal Gift for Girls, Teenager | Soft Toy for Car Accessories | Plush Stuffed Toy for Kids - 90 cm",4.1,41.0,889.0,999.0
807,"SARTHAM, Building Block Toy for Kids | Age 3 to 10 Years (Multicolor) | Large 7.5 Centimeters Blocks",3.9,2937.0,248.0,495.0
808,"BabyGo Organic Baby's BPA-Free Silicone Nipple Food Nibbler for Fruits ( Multicolor,)",4.2,3834.0,149.0,275.0
809,"LuvLap 4-in-1 Infant/Baby Car Seat & Carry Cot with Canopy, 0 to 15 Months (Dark Blue)",4.2,1477.0,3699.0,5499.0
810,Nammababy Unisex-Child Loose Fit Track Pants,3.8,1036.0,649.0,1999.0
811,"Mothers Choice® King Waterproof PVC Plastic Mattress Protector/Bed Protection Sheet for Baby and Adult, 95 x 73 Inches - P...",4.0,14.0,699.0,1299.0
812,"Kassy Pop Baby Muslin Cotton Bath Towel - Also Usable as a Baby Blanket/ Swaddler, 105 X 105 cm",4.5,54.0,849.0,999.0
813,Mumkey Womens Cotton Striped Maternity Midi Dress with Front Zip for Nursing,3.9,73.0,1199.0,2399.0
814,Falkiya (pack Of 6) (0-2 Year) Baby Boy's and Girl's Cotton Anti Slip Grip Socks,3.3,3.0,289.0,699.0
815,JBRD Umbrella Style Full Cover up for 0 to 3 Year Baby Green Mosquito Net for Baby_New Born_Infants,3.0,8.0,265.0,999.0
816,Hopscotch Girl's Tutu Long dress with Headband,4.0,255.0,750.0,1499.0
817,V R Toys Duck Mini Water Dispenser with Clay for Children Mini Drinking Fountain Pumps Water Juice Milk Drinking Fountain ...,5.0,2.0,499.0,1200.0
818,Trance Home Linen Waterproof - Quick Dry Ultrasoft Terry Baby Bibs,4.1,89.0,331.0,799.0
819,SuperBottoms Dry Feel Langot - Pack of 6- Organic Cotton Padded Langot / Nappy with Gentle Elastics & a SuperDryFeel Layer...,4.2,278.0,793.0,1058.0
820,Morisons Baby Dreams Classic Powder Puff - Blue & Pink (Pack of 2),4.0,125.0,155.0,170.0
821,THE LITTLE LOOKERS Soft Plush Stretchable Baby Feeding Bottle Cover with Easy to Hold Strap | Cute Animated Overall Print ...,4.0,152.0,211.0,399.0
822,"First Kick Baby Boy's and Baby Girl's Luxury Flannel Wrap Sheet All Season Blanket, Wrapping Sheet, Baby Blanket for Babie...",4.4,511.0,379.05,999.0
823,"Rabitat Snap Lock Sipper Bottle (410ml, Yellow Sizzle)",4.4,691.0,989.1,1099.0
824,Coolz Kids Chu-Chu Sound Musical First Walking Shoes Star-01A for Baby Boys and Baby Girls for 9-24 Months,4.2,1749.0,299.0,499.0
825,XML Baby Safety Electric Switch Board Dummy Socket Plug Cover Guards Kids Protection Proofing White (Dummy-Plug-6),3.6,60.0,89.0,99.0
826,Funvention- for Little Scientist in Every Kid Fun Fidgets - Assorted - Pack of 24 (6 x 4 DIY Miniature Mechanical Models (...,3.9,26.0,2299.0,3576.0
827,Rexzy® PCS Edge Protector for Furniture Table Corner Guards for Sharp Edges Silicon Corner Protector for Sharp Edges Gel T...,4.5,2.0,299.0,899.0
828,StarAndDaisy Portable 2-in-1 Table Talk High Chair Convertible High Chair Compact Light Weight Portable Highchair (Yellow),3.6,206.0,3419.0,6999.0
829,Baby Swing/ Jhula for Kids/ Swing for Kids/Jhula for Baby Swing Hanging Indoor & Outdoor/ Ideal for 1-5 Years with Safety ...,2.5,5.0,699.0,5999.0
830,"BABBY NEST Baby ON Board Combo(Bump ON Board,Baby Moon)",4.1,13.0,248.0,449.0
831,"Zemic Double Sided Water Proof Baby Play Mat - Play mats for Kids Large Size, Baby Carpet, Play mat Crawling Baby (Extra L...",3.3,329.0,784.0,1800.0
832,"ZeroOneCraft® Wooden Non Toxic Colourful Rattle Toys for Newborn Baby, Musical Infant Toy, Gift Set Age 0+ (Set of 3, Mult...",4.1,229.0,339.0,599.0
833,Antil's Baby Carrier Bag/Adjustable Hands Free 4 in 1 Baby/Baby sefty Belt/Child Safety Strip/Baby Sling Carrier Bag/Baby ...,3.7,2529.0,394.0,1499.0
834,SYGA Binoax Multipurpose Level Laser Horizon Vertical Measure Tape Aligner Bubbles Ruler,3.5,184.0,469.0,950.0
835,1 to 2 Years Baby Head Support Pillows Safe for Baby Kid,3.4,10.0,299.0,1000.0
836,"Maate Baby Shampoo | Kids Shampoo for Soft & Shiny Baby Hair | Sulphate Free Shampoo for Daily Use | pH Balanced, Soap Fre...",3.4,23.0,189.05,215.0
837,Mee Mee 2-in-1 Spout & Straw Sipper Cup (Red),4.2,3950.0,208.0,279.0
838,"Shuban Fiberglass Mesh Mosquito Net Screen-Self-Closing with Magnet Closures Screen Heavy Duty Mesh , Keep Bugs Mosquito F...",3.8,14.0,860.0,1499.0
839,"Toy Park Baby Playpen Kids Activity Centre Safety Play Yard Home Indoor Outdoor, Happy Game Enclosure Ball Pool (Multicolo...",4.0,25.0,7499.0,14999.0
840,"Gilli Shopee 360 Degrees Rotation Cleaner Long Straw Brush for Babies,Straw Cleaning Brush | Straw Cleaning Brush for Stra...",4.2,136.0,169.0,200.0
841,Lilly Touch Lactonic Granules (Pack of 1) 200gm II For Breastfeeding Mothers,4.5,6.0,330.0,350.0
842,NammaBaby Cotton Pajama Pants with All Over Print for Boys and Girls (Multicolor Designs)(Regular Fit)(Pack of 5),4.0,13156.0,829.0,1999.0
843,Whitewhale Men's Loose Fit Yoga Pant,3.2,217.0,599.0,999.0
844,motherly Women's Nylon Heavily Padded Wire Free Maternity Bra,4.0,2214.0,784.0,1049.0
845,80+pcs Big size House Building Blocks For Kids Learning Educational Construction Activity Puzzle set Toys and games Toy Gi...,4.4,12.0,399.0,999.0
846,FunBlast (Pack of 15 pcs) Baby's Plush Bathtub Bathing Squeeze Colorful Animal Bath Toys (Multicolor),4.6,3.0,370.0,499.0
847,"HUG 'n' FEEL SOFT TOYS Teddy Bear 6 feet, Soft Toy, Teddy Bear 6 feet for Girls, Teddy Bear 6 feet for Girls,Birthday Gift...",4.1,28065.0,2073.0,2999.0
848,Fusion Baby on Board Pooh Sign,4.0,120.0,119.0,300.0
849,"POLKA TOTS Two-Wheeler/Motorcycle Child Harness Safety Seat Belt with Adjustable Baby Carrier for Toddler Baby Kids (Cat, ...",4.3,137.0,899.0,1099.0
850,"MY NEWBORN Polyester Towel (1 Piece, Yellow)",4.0,1596.0,329.0,900.0
851,"OYO BABY - Quickly Dry Super Soft, Waterproof, Reusable Mat, Baby Blue,S (70cm X 50cm)",4.1,1674.0,101.25,185.0
852,iDream® Baby Safety Door Handle Cushion Cover Spiral Protector (Pack of 2),3.7,129.0,299.0,399.0
853,Pom Pom Sweethearts Washable Reusable Cotton Hoisery U Shape Lace Nappy/Langot For New Born Baby - Pack of 10 (0-3 Months)...,4.4,70.0,299.0,899.0
854,FOOTPRINTS Organic cotton Kids Socks - Pack of 3 Pairs - Stripes,4.3,200.0,259.0,499.0
855,SIGNATRON Puzzle Flooring || Kids Interlocking Play mat || Baby Play Mat || Play mats for Kids || 12 MM Thick (Blue Yellow...,3.3,7.0,1999.0,2999.0
856,SuperBottoms Dry Feel Padded Langot - Pack of 3- Cotton Langot |Cloth Nappy with Gentle Elastics & a SuperDryFeel Layer on...,3.7,4251.0,460.0,529.0
857,Maanit Baby Toilet Training Potty Seat with Upper Closing Lid with Removable Bowl (Blue),3.9,68.0,349.0,699.0
858,HENAL Women's Cotton Anarkali Comfortable Maternity Kurti Nursing Feeding Kurta Dress with Both Side Zippers,3.8,16.0,849.0,2999.0
859,"LuvLap Naughty Duck Spout Sipper for Infant/Toddler, 210ml, Anti-Spill Sippy Cup with Soft Silicone Spout BPA Free, 6m+ (Y...",3.9,389.0,239.0,295.0
860,NewMom Women Lycra Non Padded Non-Wired Maternity Bra,3.7,542.0,390.0,995.0
861,CEE 18 Women's Cotton Rayon A-Line Printed Stylish and Comfortable Pre and Post Maternity Kurti | Motherhood Maternity Fee...,3.9,472.0,568.0,1599.0
862,Mylo Essentials Women's Rayon Printed Maxi Nursing Kaftan Dress Cum Nighty,4.0,70.0,1039.0,1699.0
863,"Kixre Hopper Ball for Kids Ages 3-6 Year Hop-Pity Hop Ball, Hopping Ball, Bouncy Ball with Handles, Sit & Bounce, Kangaroo...",4.1,23.0,499.0,999.0
864,INFANTSO Baby Rocker Portable With  Mosquito Net & U Shape Pillow with Calming Vibrations & Musical Toy MULTI,4.2,3534.0,3870.0,5499.0
865,"Nappy for New Born Baby - Set of 12 Pcs/Cotton Cloth Langot for Babies, 0-6 Months, Double Layer Nappies, V Shaped, Washab...",3.4,28.0,299.0,599.0
866,Hopscotch Boys Red Stripe Print Shirt & Pant Set With Waistcoat (6-12 Months) HSP-3691345,4.3,16.0,629.0,1049.0
867,"Baby Story 100% Cotton Rompers/Sleepsuits/Jumpsuit/Night Suits for Baby Boys & Girls, Infants, New Borns",3.8,2274.0,549.0,1299.0
868,"SNOWIE SOFT® Baby Cloth Book, Cartoon Elephant Cloth Books for Babies Newborn Baby Toys 3D Touch Feel Soft Books for Babie...",4.4,612.0,642.0,899.0
869,"Jikonet Women's Cotton, Rayon Maternity Gown Feeding Kurti",4.5,2.0,499.0,999.0
870,Ratna's Spinning Ball for Toddlers,3.4,18.0,139.0,160.0
871,superbottoms BASIC - Assorted Pack of 4 (2 Shell+2 Insert) Cloth Diaper For Baby |Washable & Reusable Cotton Cloth Diaper...,3.8,4005.0,649.0,1498.0
872,RONFILD Safety Door Handle Protective Cover for Baby's Room Avoid Collision Silicone Door Knob Covers Wall Protector Baby ...,3.6,15.0,249.0,999.0
873,Clothe Funn New Born Knee Length Baby Girl Dress,4.3,2756.0,378.0,599.0
874,"Toddylon Baby Boy's & Girl's Cotton Mittens & Socks (Multicolour, 0-6 Months) Set of 6 Mitten and Set of 6 Booties",3.5,10.0,310.0,699.0
875,"Manan Shopee 360 Degrees Rotation Cleaner Long Straw Brush Straw Cleaning Brush Straw Sipper Cleeaning Brush for Babies, M...",4.3,92.0,169.0,249.0
876,FASTMART Table Corner Protector for Kids Table Guards for Baby Child Safety Self Adhesive Clear Safety Guard Gel Table and...,4.1,36.0,329.0,599.0
877,Real Basics Cotton Clothing Sets for Baby Boys & girls - Unisex Clothing sets Full Sleeve T-shirt & Pant,4.0,420.0,370.0,599.0
878,VISMIINTREND Baby Clay Hand and Footprint Casting Kit with Frame for Newborn Boys and Girls (0-5 Year Old) | New Parents G...,4.2,68.0,2199.0,4999.0
879,"SYGA Baby Hats for Spring Winter, Cute Rabbit Ears Head Hooded for Kids Babies for 1-3 Years",4.0,212.0,399.0,699.0
880,Niren Enterprise Bullfinch Floral Printed Modal Baby Frock for Kids Dress,5.0,1.0,499.0,1999.0
881,Savita Collection New Cute Trendy Cotton Fabric Summer wear Frock/jhabla/Maxi/midi Combo Set of 4 for Baby Girls,3.7,66.0,330.0,950.0
882,NHR Creative Puzzle Block 140 Pieces Smart DIY Stick Toys Assembly Colorful Educational Building Smart City Blocks with Wh...,3.5,8.0,109.0,200.0
883,MOM CARE Newborn Baby Gift Set Has All Newborn Baby Essential Clothes in Baby Gift Set for or Girls Unisex 11 pcs Green,3.8,31.0,949.0,2000.0
884,"Sticker Studio Minions Vinyl Wall Sticker (Multicolour, Surface Covering Area - 91*40 cm), Cartoon",4.1,122.0,161.0,799.0
885,Cuddables 99% Water Baby Wipes | Natural Plant made cloth wipes - Super thick | 72pcs X 2 Packs = 144 Wet Baby Wipes,4.5,72.0,320.0,499.0
886,"Luv Lap Baby Diaper Pants S Size (Small) , with Aloe Vera Lotion for rash protection, Pack of 234 Count (78x3), with upto ...",4.0,12797.0,2045.0,2997.0
887,"Mom & World Baby Wash - Tear Free Gentle Cleansing For Hair & Body, 200 ml, white",4.1,17.0,375.0,499.0
888,INFANTSO Baby Rocker Portable with Mosquito & U- Shape Baby Pillow with Calming Vibrations with Music & Musical Toy Blue,4.2,3534.0,4167.0,6750.0
889,odinbirds Combo of 4 Animals Soft Toy Kids (Baby) for Playing Soft Toy Panda Penguin Rabbit & Dog.All Best Stuff Toys for ...,4.1,284.0,475.0,1401.0
890,"Dash Butterfly Baby Walker, Walker Baby 6-18months boy, Walker, Activity Walker with 3 Position Adjustable Height and Musi...",3.6,11.0,1699.0,2320.0
891,"BSB HOME 100% Cotton Geometric Print Mix N Match Single Bed Sheet with 1 Pillow Covers for Single/Coat/Diwan Bed, Maroon B...",3.5,56.0,249.0,699.0
892,Avani MetroBuzz Baby Cradle Mosquito Net Jhula Palna Stroller Infant & Toddler Beds Born Baby 1-2 Years Babies-Newborn Bab...,3.3,276.0,1479.0,4199.0
893,"Silakiva Women's Maternity Dress, Side Zipper Dress for Pregnant Ladies, Women Breast Feeding Dress for Nursing Pre and Po...",4.1,7.0,689.0,2199.0
894,KiddySoft Pants Diapers Medium-10 (Pack of -3 with Free BABY SOCKS),4.0,210.0,290.0,330.0
895,Kiddeo Baby Boys and Baby Girls Bodysuit (03)(Pack of 5),4.2,1720.0,494.0,1299.0
896,"Safe-O-Kid Wrist Link, Adjustable Strap Safety Link for Baby- Pink",4.2,111.0,499.0,999.0
897,nauti nati Girls Dress,5.0,1.0,679.0,1499.0
898,"Toy'O Fun Marble Run Building Blocks, 84 PCS Classic Big Blocks STEM Toy Bricks Set Kids Race Track Compatible with All Ma...",1.6,9.0,599.0,999.0
899,Caterpillar Soft Toys for Children Home Decor Big Size Lots Colors 55Cm' ZuKug,2.7,4.0,289.0,1299.0
900,CEE 18 Women's Cotton Rayon A-Line Printed Stylish and Comfortable Pre and Post Maternity Kurti | Motherhood Maternity Fee...,3.8,4925.0,828.0,1999.0
901,"Bantoo Baby Bedding Set New Born Play Gym Bed Mattress with Mosquito Net (0-6 Months, Green)",4.0,253.0,657.0,1399.0
902,StickMe 'Kamdhenu Cow and Calf - Holy Cow - Hindu Religion - Sacred - God - Creative - Colorful Wall Sticker' -SM784 (Mult...,4.4,450.0,329.0,899.0
903,Da Anushi Soft Cotton Washable & Reusable Multicolor Highly Absorbing/Comfortable and Easily Adjustable Feeding Bibs In Ap...,4.0,340.0,219.0,300.0
904,"Little's Easy Dry Cotton Bed Protector - Small, Multicolor",3.9,1206.0,125.0,199.0
905,Funvention DIY Spinning Top Kits (Solar System) - Pack of 18 (2 DIY Spinning Tops Per Pack + Free Colors) - STEM Learning ...,4.4,96.0,1799.0,2322.0
906,"PINK WINGS Baby Girl Tutu Dress, First Birthday Tutu Dress",4.2,325.0,948.0,1499.0
907,Real Basics Cotton Clothing Sets for Boys & girls - Unisex Clothing sets Full Sleeve T-shirt Pant & Cap,3.9,37.0,349.0,599.0
908,"Party Propz Baby Welcome Home Decoration Kit 65Pcs Bunting, Balloon with Baby and Feet Foil Balloon for Baby Shower / Welc...",4.0,436.0,485.0,999.0
909,Seba-med Baby Shampoo (500ml),4.7,5.0,998.0,1020.0
910,"Adore Milk Powder Container for Baby, Baby Food Storage Container or Dispenser (225 gm, Pink)",3.8,17.0,325.0,499.0
911,OMLI Baby Girl Dress Toddler Dress Long Sleeve Infant Casual Dress Ruffle Print Clothes Baby Girls Clothing,3.8,15.0,499.0,1299.0
912,"COUNTRY HUB® Rainbow Magic Spring Fun Playing for Kids, Bangles Rings Size 6.5 cm, Pack of 1",3.0,4.0,135.0,299.0
913,Jimmy Jammy Baby Girl Cotton Frocks and Shorts Pack of 6,3.8,41.0,499.0,1299.0
914,"100% Muslin Cotton 4 Layer Newborn Baby Blanket Upto 5 Years, Soft Dream Blanket, Muslin Baby Blankets for Girls & Boys, L...",0.0,0.0,578.0,1498.0
915,Happy365 Mosquito Net Single Bed - Cream -3x6.5 Feet-Polyster Net with Pure Cotton Border on Top and Bottom,4.2,515.0,650.0,1050.0
916,B4brain Traditional Wooden Walker for Babies 8 Month-2 Year,4.7,4.0,1999.0,2499.0
917,AV2 Women's Cotton Starred Knee Length Maternity Nightdress,4.4,728.0,678.0,2299.0
918,Kradyl Kroft Toddler Pillow with 100% Cotton Removable Cover - 20 X 15 Inches | Children Pillows | Baby Pillows - Whale Times,4.3,121.0,499.0,999.0
919,Little Hood Super Elastic Headband Soft Headwrap Crown for Baby Girls and Toddlers (Gold),4.2,55.0,175.0,299.0
920,CEE 18 Women's Cotton Lightly-Padded and Non-Wired Maternity Nursing Bra|Womens Adjustable Shoulder Straps | Post Pregnanc...,4.0,1049.0,899.0,2599.0
921,"Busy Kid Swing Seat for Kids, Age 3 to 10 Years with Hand Grip (Blue)",4.0,318.0,700.0,760.0
922,"POLKA TOTS Reusable & Washable Swim Diaper, Leak proof & Adjustable Summer Swimsuit Costume for Toddlers Baby Kids (Bird, ...",4.2,62.0,499.0,549.0
923,"VALKYRIE Baby Nail Trimmer Electric Safe Baby Nail Clippers, Manicure Set, Trim Polish Grooming kit for Newborn Toddler or...",5.0,1.0,339.0,799.0
924,Anoma Women's Pregnancy Panty - High Waist | Anti Bacterial Cotton | Maternity Hygiene Panties- (Pack of 3),4.0,189.0,399.0,1197.0
925,"Devek' s Women's Rayon Maternity Dress, Pregnancy Dress,Easy Breast Feeding, Breast Feeding Dress Zippers for Nursing Pre ...",3.9,55.0,799.0,3499.0
926,"Maxima Amulya Stainless Steel Baby Feeding Bottle, Steel Milk Feeding Bottle, Water Feeding Nipple Bottle | Steel Milk Fee...",3.9,176.0,493.0,580.0
927,SNOWIE SOFT® Baby Mirror Toys Educational Toys for Babies Infant Car Seat Toy Tummy Time Toys for Infant Toddler Baby Car ...,3.3,14.0,899.0,1283.0
928,Real Basics Cotton Fleece Clothing Sets for Boys & girls - Unisex Winter Clothing sets Full Sleeve T-shirt & Pant,4.2,127.0,399.0,649.0
929,StarAndDaisy Baby High Chair Booster Seat for Dining Table Height Adjustable Toddlers Chair Portable Foldable Highchair wi...,0.0,0.0,1699.0,2999.0
930,Clothe Funn New Born Baby Girl Trendy Cotton Dress,4.1,24.0,343.0,599.0
931,Motherly Nursing Breastfeeding Cover Scarf Cloth- Breast Feeding Shawl (Yellow Flower Print),4.2,447.0,699.0,1499.0
932,BeyBee Waterproof Quick Dry Sheet for Baby| Bed Pad Anti-Piling Fleece Extra Absorbent Washable Matress Protector| Baby Be...,4.3,39814.0,849.0,1395.0
933,"Peach Cuddle Cute Animal Shaped Cushion for Kids Room (45x45 cm, Lion) Animal Cushion for Kids, Kids Furnishing, Decorativ...",3.9,16.0,499.0,1299.0
934,Hopscotch Girl's Cotton Short Set,4.1,1903.0,700.0,1399.0
935,CLOUDTAIL CHOICE 2 in 1 Go Potty Portable Travel Car Baby Potties Training Toilet Seat || Travel Potty Chairs Foldable Kid...,3.7,37.0,549.0,849.0
936,"LuvLap Hooded Baby Bath Towel for New Born, Super Soft, Made with Super Soft and Highly Absorbent 100% Zero Twist Cotton, ...",4.5,47.0,499.0,1299.0
937,Hopscotch Boys Short Set,4.0,1581.0,699.0,1439.0
938,"Voolex - Wooden Abacus kit for Kids, Abacus Shelf for Calculation (Counting, Addition and Subtraction), Toy Gift for Toddl...",3.2,8.0,449.0,999.0
939,OYO BABY Waterproof Baby Bed Protector Dry Sheets for New Born Babies | Reusable Mats | Cot & Bassinet Gift Pack (Dark Blu...,4.2,166.0,239.0,370.0
940,OBLETTER Baby Printed Velvet Educational Alphabet Learning Soft Pillow Cushion Book Toys for Kids (Blue) (Pink Learning Cu...,4.0,48.0,499.0,999.0
941,"Luke and Lilly 1,2,3,4 Number Kids Wall Sticker(PVC Vinyl,60cm x110cm)",4.3,162.0,229.0,599.0
942,NewMom Seamless Caesarian Panty,4.1,680.0,295.0,595.0
943,"Jikonet Women's Cotton, Rayon Maternity Gown Feeding Kurti",4.5,2.0,499.0,999.0
944,"abracadabra Cotton Head Shaping Mustard Seed Rai Pillow with Lavender Essential Oil (Size: 30 cm X 22 cm, 650 Grams, Sleep...",4.2,418.0,664.0,699.0
945,KORBOX Toilet Trainer Baby Potty Seat Cartoon Face with Removable Tray & Closing Lid baby potty seat for 0 to 5 years (BLUE),3.6,46.0,599.0,999.0
946,CEE 18 Women's Cotton Rayon A-Line Printed Stylish and Comfortable Pre and Post Maternity Kurti | Motherhood Maternity Fee...,3.9,4041.0,699.0,1999.0
947,"BRANDONN New Born Hooded Supersoft Baby Blanket Wrapper Cum Sleeping Bag for Babies (White, 0-6 Months)",4.1,260.0,295.0,999.0
948,LuvLap Half Sleeve Boys T-Shirt & Shorts Sets,4.3,320.0,569.0,780.0
949,Stanwells Kids Baby Girl's Net Readymade Lehenga Choli,4.2,2976.0,855.0,1999.0
950,Kidology Wooden Rectangular Magnetic Fishing Toys for Kids | Games Letters ABC Numbers Alphabet Puzzle | Toddler Learning ...,4.0,53.0,1099.0,2999.0
951,HENAL Women's Rayon A-Line Maternity Feeding Kurti With Zipper (H319_Maroon Printed Maternity Kurta_Maroon),3.9,223.0,699.0,2299.0
