name,ratings,no_of_ratings,discount_price,actual_price
PUJA JITESH ARTS Wall Painting Landscape Sunrise Mother Nature Sunset Mountain Painting Wall Hanging Painting for Home Dec...,2,1,183,499
"Shivamo 4 LED Luminous Crystal Round Display Base with Mirror Top Lighted Stand Art Base Bottle Glorifier (Silver, 3 Inch)",4.2,19,290,350
"Ikea FEJKA Artificial Potted Plant, in/Outdoor Decoration, Grass, 9 cm (3 ½""),Other, Other",4.6,3,1475,2599
90 Degree 2 pc Steel Glass Cover for Jyot with Hook Holes for Diya Cover Only Without Diya Glass for Akhand Diya Tealight...,3.7,32,400,500
"Nirmalaya Holi Organic Gulal Colour (Pack of 3) Yellow, Blue, Pink (100gm x 3) | 100% Natural and Skin-Friendly Herbal Gul...",4.1,24,534,562
"COLOSSAL ART HOUSE Polystyrene, MDF Wood Urban Wall Painting, Black, Modern, Standard",4.4,12,1198,1899
"Rangoli Large Modern Art Wall Sticker Mullticolor Vinyl Sticker 40cm or 50 cm Pack of 1, Religion",4.3,59,89,799
RITUALISTIC Pastel Pichwai Iron Wall Art (Multicolor) - Set of 5 |Home Decor | Painting | Divine | Intricate Designs,2,1,3299,5499
Buko Feng Shui Lucky Eye Hanging Ornaments & Charms Helps with Luck and Protection from Evil Spirit Comes with Decorative ...,4.6,16,649,1245
The Bride Made Engagement Ring Platter with fairy lights or personalized name,4.6,513,1299,1850
Highly Scented Jasmine Candles for Home Decor | Scented Candles Gift Set | Scented Candles for Stress Relief | Scented Can...,5,1,699,999
AUTOWRAP � Window Privacy 3D Multicolor Printed Self Adhesive Decorative Anti UV PVC Film for Glass All Purpose Glass Shee...,4,13,149,599
"ARandNJ Combo Painting Wall Stencils, (Size:- 16X24 Inch), Spiritual Painting Theme- Lord Buddha & Mandala Rangoli DIY Reu...",3.9,20,285,599
NAUTICAL COLLECTION Art Wooden Wall Clock Handmade Clock Vintage Style Art Unique Antique Style for Home Decore Office 15 ...,3.8,29,1699,2700
Zove Metal Flower Wall Art Iron Wall Hanging Home Decoration Perfect for Living Room/Hotel/Restaurant/Bedroom/Drawing Room...,3.7,4,5604,12999
"HUMPBACK Acrylic Reverse Frameless Creative Wall Clock (Black,10Wx30.0Lx130H Inches)",4.1,322,687,1299
BETALA FRAGRANCE Dhoop Batti Sticks Champa (200 g Pack) with Stand Holder,3.7,22,299,399
"Decals Design 'Cute Fishes Whale Underwater Creatures' Wall Sticker (PVC Vinyl, 50 cm x 70 cm)",4.1,82,214,664
"MAPPERZ Naphthalene Balls White Kapoor Goli Stain-Free Anti-Insect, Repellant Mothballs Sanitary Cubes for Commercial Use ...",5,1,189,399
Sudarshan Shaligram | Nepal Gandaki River Chakra Saligram (2.5 cm) Orignal Sudarshan Chakra shaligram,4.2,4,455.05,899
athizay Stone Shivling Statue Made up of gorara Stone Handcrafted Items (12 cm ) Grey,4.6,637,997,2199
HASTHIP ® Polyvinyl Chloride Waterproof Spring Flower Plant Stickers for Children and Adults (Multicolour) - 46 Pieces,4.2,23,247,336
"SAF SANFJM31263 Ganesha Modern Art UV Textured Self Adhesive Painting (Set of 3, 18"" x 12"", Multicolor)",4,44,199,999
"Elegante' Stainless Steel Square Coaster, 6 Piece, Silver",3.9,387,260,500
Bhumiyaan Ganesha Hanging Wall Wind Chime with Bells for Home/Office/Garden Decoration Door/Wall Hanging (Set of 02),4,46,189,599
GOVIND & SONS TRADERS -Pooja Gorochan/Gaulochan (Brown),3.8,4,159,314
REBUY Yellow Citrine Orgone Pyramid Orgonite Pyramid for Reiki Healing/Vastu Fengshui/Meditation/Yoga/Home & Office Decor ...,4.3,28,449,999
Lia Home Air Freshener Spray (Lemon Burst) for Home and Office Spaces | Pack of 2 (140 gms each) | Long Lasting Fragrance,4.1,71,321,338
"AC Creation Iron Wall Hanging Sun Mask (19.05 x 2.54 x 19.05 cm, Bronze)",3.7,23,248,999
Design Magnifique Taj urli Bowl Set with 3 Lotus tealight Candle Stand & Floating Diya Festival Diwali Decor,3.7,37,2042,4999
"PAPER PLANE DESIGN Poster Frames Black Wall Hangings Size- 8.25 x 11.75 inch, Set of 4, Motivational Quotes D4 (D)",4.2,159,649,1299
"PnF Diwali Puja (laxmiji, Ganeshji,Saraswatiji) Religious Wood Photo Frames with Acrylic Sheet (Glass) for Worship/Pooja(p...",4,11,219,499
"ArtX Paper OM Powerful Mandala Orange Wall Art Painting, Multicolor, Traditional, 13X13 in, Set of 1",4.3,217,333,1199
"Ikea Fiberboard Photo Frame (4x6"", 10x15 cm, Black)",3.3,19,259,449
PARADIGM PICTURES Big Metal and Wooden Dragon 6 Bell Wind Chime for Home Positivity Hangings Good Luck,3.8,448,359,999
Vastu Pratima Set !! Vastu Shanti Set for Home & Office Puja !! Gold Plated Panchdhatu !! Surya Pratima !! Panchratna !! V...,3,8,499,1000
Photo Frame Guruji Framed Poster Without Glass with Matt Finish - Mere Guru Ji Palanhar (White)- (8x12),5,2,349,899
"RUMPES Floating Tealight Water Sensor Battery Operated Waterproof LED Flame less Flickering Lights Candles, Perfect for Di...",4.5,91,489,1499
"OFIXO Valentines Day Friendship's Day Special 24K Gold Rose with Beautiful Gift Box and Carry Bag, (30x9x9cm) Gold Rose fo...",4,1477,248,499
"Pure Source India Ceramic Pot (Pot: 3 inch, Sticks: 7 inch, Black)",3.6,197,199,599
Handicrafts Paradise Ganesha Placed on Swastik Aluminium Metal Wall Hanging (18.5 cm x 3.8 cm x 18.5 cm),4.4,223,624,1140
"Safal Small Kitchen Beauty Abstract Full Figured Round Wooden Wall Clock (Brown, 17.5 cm x 17.5 cm x 5 cm)",4.2,185,399,475
Guruji Mantra Chanting Box | Guruji Sada Sahay Mantra Om Namah Shivaya Shivji Sada Sahay Guruji Sada Sahay,5,1,299,400
Glamorous Creation Single Side Photo Wooden Windchime with Your Photo Printed On It.,4.4,28,600,900
"Furnish Craft Sparkling Sunburst Design Wall Mirror (24 x 24 inch, Golden, Framed)",4,48,1899,3000
Medieval Arts Elegant Decorative Iron Rounded Krishna Wall Hanging for Home ( White),4,9,1199,1499
"Pick End Now - Brass Statue/Idol of Goddess Durga Ma,(Lxbxh - 4 X 2 X 5.25) inches Weight - 0.9 Kg",4.5,92,1299,1999
"DeLush Designs Rose Flower Heads Mini Foam Artificial Roses DIY Wedding Flowers Accessories Make Bridal Hairclip,Headband...",5,1,199,300
Khadgatta Handicrafts Tapestry Lovers Psychedelic Boho Bohemian 7 Chakras Meditating Yoga Wall Hanging Cotton Poster (Mult...,4.2,394,280,499
afarza Toran for Main Door Latest Home Decoration Entrance Hanging Handmade Bandarwal Pearl Plastic Beads,4.6,22,370,799
Tied Ribbons Horse Statue Home Decorative Items | Decorative Item For Gifts | Showpiece Home Decoration,3.8,525,699,1599
Glow in The Dark Catholic Praying Thread Rosary | Radium Color Thread Rosary for Praying with St Benedict Cross,4.3,5,180,350
"Amazon Brand - Solimo 12-inch Plastic & Glass Wall Clock - Digi Time (Silent Movement), Black",3.8,40,559,1100
Generic Original Sandalwood ( Chandan) Stick With Rubbing Ston (Chakla) Superior Quality 1 Piece 45 - 50 Grams,3.3,149,180,799
ExclusiveLane Terracotta Pots Flower Vases for Living Room Terracotta Decorative for Home & Decorative Vase for Home Decor...,4.1,148,1271.87,2035
Artificial Flower Pot Home Decorative,1,1,169,599
StickMe 'Design Creative Graphic Sketch Designer Office Concept Drawing Civil Architect Wall Sticker ' SM-1121 (Multi Colo...,3.9,8,349,899
i Creations Home Name Plate with Feather Flute Golden Acrylic Solid Letters (6 x 12 Inch),4.4,33,759,1200
"Pure Source India Brass Hammered Hand Made Bowl (3.75 Inch , Golden ) - Set of 2 Pcs",4.1,39,449,1150
"Tej Gifts Feng Shui Golden Ingot with Stand for Wealth and Prosperity, Chinese Golden Boat, Chinese Vastu Item for Good Luck",4,10,349,600
CraftVatika Fancy Toran for Pooja Room Bandarwal Toranam for Main Door/Wall Hanging Diwali Decoration Pompom Toran Multico...,4.3,89,399,599
"Hukimoyo® Moss Balls Artificial Decorative Grass Stones for Home Decorations, Natural Green Foam Artificial Rocks Plant Si...",3.6,116,449,800
Pyrite Points Original Stone Half Point - High Energy Natural Iron Pyrite Stone Gold Rock Reiki Crystal Used for Increased...,5,1,399,1999
"PRINTNET Pack of 24 BTS Band Members Premium Photocards collection, BTS Proof album HD Quality Cards, Multicolour, (4.4 x ...",3.8,44,259,499
KanakMall Automatic Air Freshener Dispenser Wall Mount Free Standing Auto Aerosol Spray Dispenser Fragrance Dispenser Prog...,3.7,10,1299,1499
"7 Hills Store Kanchi Sri Sankaracharya Maha Periyava Divine Wall Hanging Photo Frame (34cm x 24 cm) , Wood , Multicolor",4.7,33,290,700
"Wood Birds Framed Painting, Multicolour, Printed, Medium",3.7,32,425,499
Divine Gifts Marble Laxmi Idol Murti for Pooja Room (White and Gold),4.8,92,5799,10599
"Decals Design 'Sakura Cherry Blossom' Wall Sticker (PVC Vinyl, 70 cm x 50 cm, Multicolour)",4.3,1772,303,664
ExclusiveLane 'The Madhubani Tales' Handpainted Terracotta Decorative Wall Plates Decor Hanging Wall Décor Wall Plates For...,3.9,25,1375,1685
"GRAY WALL Shawshank Redemption Movie FanArt Poster Frame For Room & Office ( 11inch X 14inch, Framed )",4.5,47,399,500
"SAF Set of 3 3D Print Deer MDF Framed Painting for Home Decoration (3D Unique, 12 inch x 18 inch,Each Frame Size Set of 3)...",3.7,242,399,1199
"Seven Rays Alphabets Please Do Not Disturb Pin Up Small Poster 12 X 14 Inches For Room / Home / Office, Multicolour",3.7,51,179,299
Shabana Art Potteries Handmade Earthenware Painted Decorative Flower Urli / Pot pourri (Medium( Dia - 8.5 inch)),4.2,127,879,1599
Agenzia Exim Handicraft Home Decor Marigold Flower Toran for Home Hangings Decoration and Office Decoration (Orange South...,3.5,3,299,999
"Rawpockets Decal ' Duo Wild Horses Running ' (Material - PVC Vinyl Matte Finish, Wall Coverage Area - Height 100cm X Width...",3.7,74,209,899
"Samrich Female Dress Form Wheel Base Mannequin Statue Premium, Dummy Model Stand ,Display Stand (Black, Size 8)",4.5,3,4049,11999
"AIRODO Air Room Freshener Power Pocket Gel, Fragrance Booster, Lasts Up to 30 Days, Skin Friendly, Home Fragrance Fresh Sc...",4.2,33,270,390
"USF Lifestyles Vinyl Gayatri Mantra Wall Door Sticker, (25 x 7.5 cm, Yellow)",4.1,45,149,339
"BELIKY Artificial Flower Latkan Wall Door Hanging Toran Artificial Doorway Flower toran,for Home Office Temple Party Décor...",4,10,799,1100
Inspirante 20CM World Globe with a Metal Base – Decorative / Educational / Geographic / Modern Desktop Decoration / Home a...,4.1,157,1099,1349
Reiki Crystal Products Vastu/Feng Shui Spiritual Brass Tibetan Singing OM Bell/Buddhist Meditation Bell Figurine with Wood...,3.4,48,949,1399
Running Medal Holder Display Hanger Rack Medals Black Medal Holder Wall Mount Medal Frame Holds Upto 24-30 Medals by Sehaz...,4.3,20,599,1499
"VVWV Plastic Om Shanti Shiv Baba Rays Wall Poster (Multicolour, 18 x 12 Inches), Abstract",3.8,22,69,199
"LADECOR Design World Map with Animals Theme for Kids, Home and School (Decal, 60 * 90cm)",4,19,229,239
BS Handicrafts Stone Lord Laxmi Ganesh Idol 8 Inch Multicolour,4.7,56,649,999
"innerbit® Baby Love Wooden Photo Album Scrapbook 30pages (22 cm x 15 cm) Photo Size (4x6) (5x7) Baby Shower Gift, Photoboo...",4.1,793,355,1499
Ace Interior White Printed Window Privacy Sticker Glass Sticker Window Film PVC Window Film Self Adhesive Decorative Stick...,5,1,586,2999
"ABOUT SPACE Wooden Mannequin Hand Model - 7 Inch Left Hand Sculpture-Flexible Wooden Manikin Hand Display for Drawing, Ske...",4.7,8,629,1299
"Kreyam's Royal, Manthan, Rajwadi, RajniGandha, Rudra 5 Combos Colour Agarbatti Fragrance Sticks Incense Sticks (240 Units)",3.2,9,299,599
Rangoli Print MDF Wood Reprint Painting for Home Decoration Unique 12 inch or 18 inch Each Size Painting Set of 3 Multicolor,3,2,219,799
"Vinayakmoorti Heavy 22 Gauge Copper Effective Shree Astalaxmi Shree Yantram (Brown, 8 x 8 x 1) showpiece",4.5,32,329,658
Chaka Chaundh - Dream Big Work Hard & Focus Quotes Wall Frame – Motivational Quotes Wall Frame - Dream Framed Wall Poster ...,4,1,369,899
"AUTOEASY Acrylic Decorative Spiritual Navdurga Mataji Idol (Multicolour, Medium)",4.3,12,299,550
TenorArts Che Guevara Laminated Poster Framed Painting with Matt Finish Black Frame (9inches x 12inches),4.7,7,399,699
"Kuduro Crystal Shiva Lingam Showpiece, Standard, Transparent, 1 Piece",4.3,91,99,120
PUJA Jitesh Arts Beautiful Modern Art Painting For Wall Decoration With Frame With Glass 6inch x 13.5inch Small Size,2,2,163,499
HIMMART Iron Metal Speed Bike Red Clock (29 * 02 * 18 In),3.7,22,1445,3999
"TIED RIBBONS Decorative Ceramic Face Vase (White, Matte Finish, 9.8 inch x 3.9 Inch) for Artificial Flowers Plants Home De...",4.5,2,799,2499
"Print Panda Fabulous Wallpaper for Home Decor, Living Room, Bed Room, Kids Room (Waterproof) 91 (16 X 49 INCH)",3.1,10,249,599
Newzenx Oil Burner Bubbler Smoking Love Rose Pipe 4 Inch (2 Pieces Combo Pack) Incl. Pipe Cleaner & Fancy Velvet Pouch,4.1,9,239,599
Song of India Natural Incense/Agarbatti Sticks Combo (Set of 2 x 25 g.) | Little Pleasures (Lily of The Valley),3.8,45,210,250
